title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
DDoS attack on the website of a Georgia airport,Ddos,2,"Hartsfield-Jackson Atlanta International Airport - Atlanta, Georgia, USA (Fulton County, DeKalb County)",2022,10,10,0,0,0,0,1,0,Cyberattacks reported at US airports,abcnews.go.com
DDoS attack on the website of a Missouri airport,Ddos,2,"St. Louis Lambert International Airport - St. Louis, Missouri, USA",2022,10,10,0,0,0,0,1,0,"Lambert Airport website down due to apparent cyberattack, flights not affected",ksdk.com
DDoS attack on the website of a New York airport,Ddos,2,"LaGuardia Airport - New York City, New York, USA",2022,10,10,0,0,0,0,1,0,Cyberattacks reported at US airports,abcnews.go.com
DDoS attack on the website of an Arizona airport,Ddos,2,"Phoenix Sky Harbor Airport - Phoenix, Arizona, USA (Maricopa County)",2022,10,10,0,0,0,0,1,0,US airports' sites taken down in DDoS attacks by pro-Russian hackers,bleepingcomputer.com
DDoS attack on the websites of two Chicago airports,Ddos,2,"Chicago O'Hare International Airport, Chicago Midway International Airport - Chicago, Illinois, USA",2022,10,10,0,0,0,0,1,0,Cyberattacks reported at US airports,abcnews.go.com
Cyber attack at a major health insurer in Brazil,Hacking,3,"Unimed Belém - Belém, Pará, Brazil",2022,10,11,0,0,0,0,0,1,Ataques cibernéticos deixam sistemas da Unimed Belém indisponíveis,g1.globo.com
Cyber attack on a supplier of packaging materials in Germany,Hacking,3,"RKW SE - Mannheim, Baden-Württemberg, Germany",2022,10,1,0,0,0,1,0,0,IT security incident,rkw-group.com
Facebook account of a disaster management agency in the Philippines hacked,Hacking,3,National Disaster Risk Reduction and Management Council (NDRRMC) - Philippines,2022,10,11,0,1,0,0,0,0,Serious security breach as hacker takes over NDRRMC’s Facebook page,mb.com.ph
New type of ransomware attack on several Polish companies,Ransomware,6,Poland,2022,10,11,0,0,0,1,0,0,New “Prestige” ransomware impacts organizations in Ukraine and Poland,microsoft.com
"Mail accounts of a Singapore consumer protection organization hacked, 5000+ phishing emails sent",Phishing,5,Consumer Association of Singapore (CASE) - Singapore,2022,10,1,0,1,0,0,0,0,"More than 5,000 phishing e-mails impersonating Case officers sent after cyber attack",straitstimes.com
New type of ransomware attack on several Ukrainian companies,Ransomware,6,Ukraine,2022,10,11,0,0,0,1,0,0,New “Prestige” ransomware impacts organizations in Ukraine and Poland,microsoft.com
Cyberattack on a health insurance company in Australia,Cyber incident,0,"Medibank - Melbourne, Victoria, Australia",2022,10,12,0,0,1,0,0,0,Medibank cyber incident,medibank.com.au
Cyberattack on Canadian government systems,Cyber incident,0,"Ottawa, Ontario, Canada",2022,10,12,0,0,0,0,1,0,MPs warned to change email passwords after cyber attack on Canadian government,thestar.com
Ransomware at a software company in Germany,Ransomware,6,"Wilken Software Group - Ulm, Baden-Württemberg, Germany",2022,10,12,0,0,0,1,0,0,Ransomware-Angriff,wilken.de
Cyberattack on a media library network in France,Cyber incident,0,"Réseau ÉCuME Médiathèques - Saint-Maurice-l'Exil, Auvergne-Rhône-Alpes, France",2022,10,13,0,0,0,1,0,0,Fermeture provisoire du site internet du réseau ÉCuME Médiathèques,entre-bievreetrhone.fr
Cyber attack on a media group in Germany,Hacking,3,"Stimme Mediengruppe / Heilbronner Stimme - Heilbronn, Baden-Württemberg, Germany",2022,10,14,0,0,0,1,0,0,Cyberangriff auf die Heilbronner Stimme,stimme.de
Cyberattack on a power company in India,Cyber incident,0,"Tata Power - Mumbai, India",2022,10,14,0,1,0,0,0,0,India's Tata Power says hit by cyber attack,reuters.com
DDoS attacks on several Bulgarian websites,Ddos,2,Bulgaria,2022,10,15,0,0,0,1,0,0,Official: Cyber attack on Bulgarian government websites traced to Russia,sofiaglobe.com
Cyber attack on a city in France,Hacking,3,"Ville de Chaville - Chaville, Île-de-France, France",2022,10,15,0,0,0,1,0,0,La Ville de Chaville victime d’une cyberattaque,ville-chaville.fr
A press agency in Germany affected by a cyberattack,Cyber incident,0,"Deutsche Presse-Agentur (DPA) - Hamburg, Germany",2022,10,1,0,0,0,1,0,0,turi2 am Morgen: dpa,turi2.de
Cyber attack on a municipality in Greenland,Hacking,3,"Kommune Kujalleq - Qaqortoq, Grönland",2022,10,17,0,0,0,0,1,0,Kommune Kujalleq qarasaasiatigut tiguagaaqqavoq,kujalleq.gl
Cyber incident at hospitals in Puerto Rico,Cyber incident,0,Doctors' Center Hospital - Puerto Rico,2022,10,17,0,0,0,0,1,0,Actualización Incidente de Seguridad,doctorscenterhospital.com
DDoS attack on the US Treasury Department,Ddos,2,"United States Department of the Treasury - Washington, D.C., USA",2022,10,1,0,0,0,0,1,0,U.S. Treasury thwarted attack by Russian hacker group last month-official,reuters.com
Cyber attack on wholesale group in Germany,Hacking,3,"Metro/Makro - Düsseldorf, North Rhine-Westphalia, Germany",2022,10,17,0,0,0,1,0,0,IT-Sicherheitsvorfall bei METRO,newsroom.metroag.de
Wholesaler in France affected by cyber attack,Hacking,3,"Metro Cash & Carry France - Nanterre, Île-de-France, France",2022,10,17,0,0,0,1,0,0,"Le groupe Metro victime d’une cyberattaque, des magasins perturbés",sudouest.fr
Cyber attack on a library in the Netherlands,Hacking,3,"Bibliotheek Rotterdam - Rotterdam, Zuid-Holland, Netherlands",2022,10,18,0,0,0,1,0,0,Bibliotheek Rotterdam getroffen door cyberaanval,bibliotheek.rotterdam.nl
Cyber attack on a learning platform in Switzerland,Hacking,3,"Réseau pédagogique neuchâtelois (RPN) - Neuchâtel, Canton de Neuchâtel, Switzerland",2022,10,19,0,0,0,1,0,0,INCIDENT DE SÉCURITÉ SUR LES INFRASTRUCTURES DU RÉSEAU PÉDAGOGIQUE NEUCHÂTELOIS (RPN),ne.ch
Unauthorized access at a crypto exchange,Ransomware,6,"3Commas - Tallinn, Estonia",2022,10,1,0,0,0,1,0,0,"Notice on API data disclosure incident

Copyright 3Commas.io",3commas.io
Cyber attack on a university of applied sciences in Germany,Hacking,3,"Hochschule Ansbach - Ansbach, Bavaria, Germany",2022,10,20,0,0,0,1,0,0,Hackerangriff auf Hochschule Ansbach: Mehrere Dienste fallen aus,nordbayern.de
Cyber attack on a university of applied sciences in Germany,Hacking,3,"Hochschule für Technik, Wirtschaft und Kultur Leipzig (HTWK) - Leipzig, Saxony, Germany",2022,10,20,0,0,0,1,0,0,IT-Sicherheitsvorfall an der HTWK Leipzig,htwk-leipzig.de
Ransomware attack on data of a school administration in Germany,Ransomware,6,"Amtliche Schulverwaltung (ASV) / Medienzentrum München-Land - Munich, Bavaria, Germany",2022,10,20,0,0,0,1,0,0,Ransomware-Attacke: Medienzentrums-Server gehackt,landkreis-muenchen.de
Cyberattack on an emergency medical service in Texas,Cyber incident,0,"MedStar911 - Fort Worth, Texas, USA (Tarrant County and others)",2022,10,20,0,0,0,0,1,0,MedStar: Cyberattack on 911 systems,wfaa.com
Cyberattack on radiologists in Hawaii,Cyber incident,0,"Hawaii Radiologic Associates, Ltd. (HRA) - Hawaii, USA",2022,10,20,0,0,0,0,1,0,Radiology company confirms it was victim of cyber attack,hawaiitribune-herald.com
Cyberattack on a university in Colombia,Cyber incident,0,"Universidad Piloto de Colombia - Bogota, Colombia",2022,10,1,0,0,0,0,0,1,Comunicado oficial (October 21),facebook.com
Cyberattack on an integrative facility management company in Spain,Cyber incident,0,"Grupo SIFU - Barcelona, Catalonia, Spain",2022,10,21,0,0,0,1,0,0,Mantenemos nuestro servicio y reforzamos los sistemas y la protección de nuestros datos ante la brecha de seguridad sufrida,gruposifu.com
Cyber attack on a chain of car dealerships in England,Hacking,3,"Pendragon - Annesley, England, United Kingdom",2022,10,1,0,0,0,1,0,0,Pendragon being held to $60m ransom by dark web hackers,cardealermagazine.co.uk
Cyber attack on a city government in Texas,Hacking,3,"Huntsville, Texas, USA (Walker County)",2022,10,21,0,0,0,0,1,0,Cyber Security Incident Notification,huntsvilletx.gov
Cyberattack on a North Carolina college,Cyber incident,0,"Guilford College - Greensboro, North Carolina, USA (Guilford County)",2022,10,21,0,0,0,0,1,0,Guilford College still reeling from cyber incident,guilfordian.com
DDoS attack on mass transit company in Switzerland,Ddos,2,"Zürcher Verkehrsverbund (ZVV) - Zurich, Canton of Zürich, Switzerland",2022,10,22,0,0,0,1,0,0,Beim ZVV könnte man heute gratis fahren – doch Hacker-Angriff legt alle Ticketkanäle lahm,watson.ch
Cyber attack on a district administration in Germany,Hacking,3,"Rhein-Pfalz-Kreis - Ludwigshafen, Rhineland-Palatinate, Germany",2022,10,1,0,0,0,1,0,0,Rhein-Pfalz-Kreis – Hackerangriff auf Kreisverwaltung,mrn-news.de
Cyber attack on nursing home in Belgium,Hacking,3,"WZC Sint-Camillus - Wevelgem, West-Vlaanderen, Belgium",2022,10,23,0,0,0,1,0,0,WZC Sint-Camillus werd dit weekend helaas getroffen door een cyberaanval. (October 24),facebook.com
Cyber attack on a communication network of the Spanish judiciary,Hacking,3,"Consejo General del Poder Judicial (CGPJ) / Punto Neutro Judicial (PNJ) - Madrid, Spain",2022,10,1,0,0,0,1,0,0,"El Punto Neutro Judicial, afectado por un ciberataque a las redes de las Administraciones Públicas españolas",poderjudicial.es
Hackers leak emails from the Iranian nuclear power plant,Phishing,5,"Bushehr, Iran",2022,10,1,0,1,0,0,0,0,"Hackers breach Iran's atomic energy agency, protests persist",abcnews.go.com
DDoS attack via cell phone on a 911 emergency call in the USA?,Ddos,2,"Summit Township, Pennsylvania, USA (Erie County)",2022,10,23,0,0,0,0,1,0,Update: Cyberattack suspected in Erie County 911's nearly 2-hour service malfunction,eu.goerie.com
Unauthorized access to data from a loyalty card program in Austria,Hacking,3,"jö Bonus Club - Wiener Neudorf, Lower Austria, Austria",2022,10,1,0,0,0,1,0,0,Wichtige aktuelle Information,joe-club.at
Unauthorized access at a real estate company in Australia,Hacking,3,"Harcourts - Eagle Farm, Queensland, Australia",2022,10,24,0,0,1,0,0,0,"Real estate agency Harcourts reveals names, addresses possibly compromised in cyber attack",news.com.au
Ransomware attack on a technology company in Switzerland,Ransomware,6,"u-blox - Thalwil, Canton of Zurich, Switzerland",2022,10,24,0,0,0,1,0,0,u-blox fends off ransomware cyberattack,u-blox.com
"Cyberattack on the Mexican Secretariat (Ministry) of Infrastructure, Communications and Transport",Cyber incident,0,"Secretaría de Infraestructura Comunicaciones y Transportes - Mexico City, Mexico",2022,10,24,0,0,0,0,1,0,Se activó Protocolo Nacional Homologado de Gestión de Incidentes Cibernéticos y Plan de Contingencia ...,twitter.com
Cyber attack on a school in England,Hacking,3,"Bishop of Hereford's Bluecoat School - Hereford, England, United Kingdom",2022,10,1,0,0,0,1,0,0,The Bishop of Hereford's Bluecoat School victim of cyber attack,herefordtimes.com
Data breach at a Louisiana hospital,Data breach,1,"Lake Charles Memorial Health System - Lake Charles, Louisiana, USA (Calcasieu Parish)",2022,10,1,0,0,0,0,1,0,Lake Charles Memorial assessing information after recent cyber attack,kplctv.com
Ransomware attack on an Internet service provider in Minnesota,Ransomware,6,"Arvig - Perham, Minnesota, USA (Otter Tail County)",2022,10,25,0,0,0,0,1,0,"On Tuesday, October 25th, Arvig experienced a cybersecurity incident",twitter.com
Cyber attack on a municipal energy supplier in Germany,Hacking,3,"enercity - Hannover, Lower Saxony, Germany",2022,10,26,0,0,0,1,0,0,IT-Störung bei enercity,enercity.de
Cyber attack on a property management company in Australia,Hacking,3,"SSKB Group - Bundall, Queensland, Australia",2022,10,1,0,0,1,0,0,0,SSKB Cyber Incident Response and Information,sskb.com.au
Cyber attack on a municipality in France,Hacking,3,"Frontignan la Peyrade, Occitanie, France",2022,10,27,0,0,0,1,0,0,Cyber-attaque : la mairie de Frontignan la Peyrade travaille à rétablir son réseau et ses données,frontignan.fr
Cyberattack on the Polish Parliament,Cyber incident,0,"Warsaw, Poland",2022,10,27,0,0,0,1,0,0,Slovak parliament suspends voting due to suspected cyberattack,reuters.com
Cyberattack on the Slovak Parliament,Cyber incident,0,"Bratislava, Slovakia",2022,10,27,0,0,0,1,0,0,Slovak parliament suspends voting due to suspected cyberattack,reuters.com
Cyber attack on a tourism group in Austria,Hacking,3,"Österreichisches Verkehrsbüro - Vienna, Austria",2022,10,28,0,0,0,1,0,0,Hofer Reisen und Ruefa: Hacker-Angriff auf Reisebüros,tt.com
Cyber attack on a copper producer in Germany,Hacking,3,"Aurubis - Hamburg, Germany",2022,10,28,0,0,0,1,0,0,Update on cyber attack at Aurubis,aurubis.com
Cyber attack on a hospital in Germany,Hacking,3,"Bad Säckingen, Baden-Württemberg, Germany (Waldshut district)",2022,10,1,0,0,0,1,0,0,Cyberangriff: Hacker legen Bad Säckinger Reha-Klinik lahm,suedkurier.de
Unauthorized access to data at a Spanish telecommunications provider,Hacking,3,"Telefónica - Madrid, Spain",2022,10,1,0,0,0,1,0,0,Telefónica pide a un grupo de clientes que cambien la contraseña del wifi tras un ciberataque,cincodias.elpais.com
Approx. $2.1 million stolen from mobile phone operator in Uganda,Data breach,1,"Airtel Mobile Commerce Uganda Limited (AMCUL) - Kampala, Uganda",2022,10,28,1,0,0,0,0,0,How hackers accessed  Airtel Money’s systems,monitor.co.ug
Cyberattack on an event company in the U.S.,Cyber incident,0,"Events DC - Washington, D.C., USA",2022,10,1,0,0,0,0,1,0,Events DC Statement Regarding Recent Cyberattack,eventsdc.com
Cyber attack on a radio telescope operator in Chile,Hacking,3,"ALMA Observatory - San Pedro de Atacama, Chile",2022,10,29,0,0,0,0,0,1,ALMA Services Affected by Cyberattack,twitter.com
Cyber attack on a supplier of aquaristic products in Germany,Hacking,3,"OASE GmbH - Hörstel, North Rhine-Westphalia, Germany (Kreis Steinfurt)",2022,10,29,0,0,0,1,0,0,Cyberangriff auf Oase (Pumpen),borncity.com
Cyberattack on a university in Germany,Cyber incident,0,"Hochschule Heilbronn - Heilbronn, Baden-Württemberg, Germany",2022,10,29,0,0,0,1,0,0,IT-Services der Hochschule offline,hs-heilbronn.de
Cyber attack brought railroads in Denmark to a standstill,Hacking,3,"DSB - Taastrup, Denmark",2022,10,29,0,0,0,1,0,0,Danish train standstill on Saturday caused by cyber attack,reuters.com
Cyber attack on a city in France,Hacking,3,"Brunoy, Île-de-France, France",2022,10,30,0,0,0,1,0,0,Cyberattaque du réseau informatique,brunoy.fr
Australian Defence Force communications platform hit by cyberattack,Cyber incident,0,Australian Defence Force / ForceNet - Australia,2022,10,1,0,0,1,0,0,0,Cyber-attack on Australian defence contractor may have exposed private communications between ADF members,theguardian.com
Cyber attack on a cardboard box manufacturer in France,Hacking,3,"Cartonnerie Gondardennes - Wardrecques, Hauts-de-France, France",2022,10,31,0,0,0,1,0,0,"Cyberattaque chez Cartonnerie Gondardennes : chez les salariés, la crainte d’un vol de données personnelles",lavoixdunord.fr
Cyber attack on a hospital in Japan,Hacking,3,"Osaka General Medical Center / 大阪急性期・総合医療センター - Osaka, Japan",2022,10,31,0,1,0,0,0,0,"10/31 に「ランサムウエア」と思われる攻撃に

10/31 に「ランサムウエア」と思われる攻撃に",gh.opho.jp
Cyber attack on a community college in Idaho,Hacking,3,"North Idaho College - Coeur d’Alene, Idaho, USA (Kootenai County)",2022,10,1,0,0,0,0,1,0,North Idaho College recovering from cyberattack that led to network shutdown,therecord.media
Ransomware at a tv station in California,Ransomware,6,"PBS KVIE - Sacramento, California, USA (Sacramento County)",2022,10,31,0,0,0,0,1,0,Ransomware Attempt at KVIE,kvie.org
$28 million stolen from crypto exchange,Ransomware,6,"Deribit - Panama City, Panama",2022,11,1,0,0,0,0,1,0,Deribit hot wallet compromised,twitter.com
Cyber attack on a research institute in Austria,Hacking,3,"Institute of Science and Technology Austria (ISTA) - Klosterneuburg, Lower Austria, Austria",2022,11,2,0,0,0,1,0,0,Cyberattack targets ISTA,ist.ac.at
Cyberattack on a U.S. provider of aviation charts,Cyber incident,0,"Boeing Digital Solutions, Inc. / Jeppesen - Englewood, Colorado, USA (Arapahoe County)",2022,11,2,0,0,0,0,1,0,Cyber incident at Boeing subsidiary causes flight planning disruptions,therecord.media
Cyber attack on an IT company in Australia,Hacking,3,PNORS Technology Group - Australia,2022,11,3,0,0,1,0,0,0,Data hack at IT firm may include health records of Victorian school students,theage.com.au
Cyberattack on a public legal service in Australia,Cyber incident,0,"Legal Aid ACT - Canberra, Australian Capital Territory, Australia",2022,11,3,0,0,1,0,0,0,"STATEMENT FROM LEGAL AID ACT CEO, JOHN BOERSIG",legalaidact.org.au
